,model_name,val_accuracy,val_precision,val_recall,val_f1,run_id
3ed2498d04e545e5be0ba83d012131c6,LogisticRegression_C10.0,0.8666666666666667,0.8928571428571429,0.8333333333333334,0.8620689655172413,3ed2498d04e545e5be0ba83d012131c6
c6cb1e5c362a434f9a6474585875b597,LogisticRegression_C0.1,0.8666666666666667,0.9230769230769231,0.8,0.8571428571428571,c6cb1e5c362a434f9a6474585875b597
7d1bfa0cf8b34ded835bc29faead3b9e,LogisticRegression_C1.0,0.85,0.8888888888888888,0.8,0.8421052631578947,7d1bfa0cf8b34ded835bc29faead3b9e
